fx_timestamp,currency_pair,max_value,min_value,max_min_diff,vol,fd
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,2542
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,9982
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,478
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1287
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2558
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,21
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,7158
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2357
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,2777
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6052
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,4199
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,3801
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,4739
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,3583
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,9620
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9187
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8345
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,6107
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,258
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,6434
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,3583
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1502
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,657
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4844
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,6588
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,6122
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9713
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,6052
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,9249
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,1325
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,7712
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,7025
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,2059
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,173
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,6353
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,6505
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2635
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4139
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,8816
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1583
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1193
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,3628
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2093
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,1680
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,2777
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,6727
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8544
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,8354
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,3498
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1768
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,6183
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6642
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,795
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,7701
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1493
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4800
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,8604
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6789
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,9923
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1061
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,5149
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,22
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4419
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2918
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,939
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,7065
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,5149
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,5558
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,2157
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,5366
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4810
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,5623
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9457
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2561
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9193
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6047
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,5622
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,1836
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4653
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,9476
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,6704
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,3850
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7266
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,10000
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1633
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,6680
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1651
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,4327
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8886
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,72
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6567
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4824
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9189
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4922
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1315
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,5130
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4795
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,5957
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,5915
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1894
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,211
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9002
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,6756
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,9851
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4653
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,849
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,263
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1455
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,517
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,6434
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,6588
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,3740
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7116
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,4921
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,3628
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2257
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,8954
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8213
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,4580
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,2532
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,5002
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,7362
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,4050
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,3740
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,571
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,3701
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8229
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,3787
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,7079
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,849
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,5915
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,5435
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,6450
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,264
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,380
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8196
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,505
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,3986
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,7511
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,1193
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,65
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,2618
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2635
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,379
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,6087
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8686
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,6574
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8309
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1513
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,6073
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9563
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8891
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4666
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8025
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1650
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,5996
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,3583
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4824
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,867
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9480
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,2089
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,2460
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9865
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8418
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,9560
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2460
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,5435
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,4158
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2561
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7585
EURUSD,,1.07,1.07,1.07,0,1193
GBPEUR,,1.14,1.14,1.14,2.22E-16,8196
USDAUD,,1.57,1.57,1.57,0,290
EURUSD,,1.07,1.07,1.07,0,4419
GBPEUR,,1.14,1.14,1.14,0,4481
USDAUD,,1.57,1.57,1.57,0,5002
EURUSD,,1.07,1.07,1.07,0,1407
GBPEUR,,1.14,1.14,1.14,2.22E-16,8624
USDAUD,,1.57,1.57,1.57,2.22E-16,2532
EURUSD,,1.07,1.07,1.07,0,4145
GBPEUR,,1.14,1.14,1.14,0,5996
USDAUD,,1.57,1.57,1.57,0,1979
EURUSD,,1.07,1.07,1.07,0,2527
GBPEUR,,1.14,1.14,1.14,2.22E-16,4973
USDAUD,,1.57,1.57,1.57,2.22E-16,2646
EURUSD,,1.07,1.07,1.07,0,681
GBPEUR,,1.14,1.14,1.14,0,6581
USDAUD,,1.57,1.57,1.57,4.44E-16,6169
EURUSD,,1.07,1.07,1.07,0,2688
GBPEUR,,1.14,1.14,1.14,2.22E-16,9115
USDAUD,,1.57,1.57,1.57,0,5130
EURUSD,,1.07,1.07,1.07,0,683
GBPEUR,,1.14,1.14,1.14,2.22E-16,4525
USDAUD,,1.57,1.57,1.57,0,7477
EURUSD,,1.07,1.07,1.07,0,8479
GBPEUR,,1.14,1.14,1.14,2.22E-16,4944
USDAUD,,1.57,1.57,1.57,2.22E-16,5797
EURUSD,,1.07,1.07,1.07,0,383
GBPEUR,,1.14,1.14,1.14,4.44E-16,4199
USDAUD,,1.57,1.57,1.57,0,1995
EURUSD,,1.07,1.07,1.07,0,3686
EURUSD,,1.07,1.07,1.07,2.22E-16,4777
GBPEUR,,1.14,1.14,1.14,2.22E-16,9851
USDAUD,,1.57,1.57,1.57,2.22E-16,4525
EURUSD,,1.07,1.07,1.07,2.22E-16,4843
GBPEUR,,1.14,1.14,1.14,0,3437
USDAUD,,1.57,1.57,1.57,0,449
EURUSD,,1.07,1.07,1.07,2.22E-16,9563
GBPEUR,,1.14,1.14,1.14,2.22E-16,1787
USDAUD,,1.57,1.57,1.57,2.22E-16,125
EURUSD,,1.07,1.07,1.07,0,7154
GBPEUR,,1.14,1.14,1.14,0,7621
USDAUD,,1.57,1.57,1.57,2.22E-16,572
EURUSD,,1.07,1.07,1.07,2.22E-16,3079
GBPEUR,,1.14,1.14,1.14,2.22E-16,6727
USDAUD,,1.57,1.57,1.57,0,7362
EURUSD,,1.07,1.07,1.07,2.22E-16,8592
GBPEUR,,1.14,1.14,1.14,0,7700
USDAUD,,1.57,1.57,1.57,2.22E-16,7042
EURUSD,,1.07,1.07,1.07,0,6567
GBPEUR,,1.14,1.14,1.14,0,6808
USDAUD,,1.57,1.57,1.57,2.22E-16,5759
EURUSD,,1.07,1.07,1.07,0,2939
GBPEUR,,1.14,1.14,1.14,2.22E-16,2470
USDAUD,,1.57,1.57,1.57,0,173
EURUSD,,1.07,1.07,1.07,0,6902
GBPEUR,,1.14,1.14,1.14,0,9268
USDAUD,,1.57,1.57,1.57,0,5002
EURUSD,,1.07,1.07,1.07,0,4615
GBPEUR,,1.14,1.14,1.14,0,5976
USDAUD,,1.57,1.57,1.57,0,571
EURUSD,,1.07,1.07,1.07,0,507
GBPEUR,,1.14,1.14,1.14,2.22E-16,1871
USDAUD,,1.57,1.57,1.57,0,8334
EURUSD,,1.07,1.07,1.07,0,7548
GBPEUR,,1.14,1.14,1.14,0,6789
USDAUD,,1.57,1.57,1.57,0,9593
EURUSD,,1.07,1.07,1.07,2.22E-16,1287
GBPEUR,,1.14,1.14,1.14,0,1279
USDAUD,,1.57,1.57,1.57,0,9702
EURUSD,,1.07,1.07,1.07,0,1210
GBPEUR,,1.14,1.14,1.14,2.22E-16,256
USDAUD,,1.57,1.57,1.57,0,2257
EURUSD,,1.07,1.07,1.07,0,4843
GBPEUR,,1.14,1.14,1.14,0,5759
USDAUD,,1.57,1.57,1.57,0,9922
EURUSD,,1.07,1.07,1.07,0,6450
GBPEUR,,1.14,1.14,1.14,2.22E-16,2561
USDAUD,,1.57,1.57,1.57,0,383
EURUSD,,1.07,1.07,1.07,0,6086
GBPEUR,,1.14,1.14,1.14,2.22E-16,1303
USDAUD,,1.57,1.57,1.57,0,9290
EURUSD,,1.07,1.07,1.07,0,4591
GBPEUR,,1.14,1.14,1.14,0,1455
USDAUD,,1.57,1.57,1.57,0,7362
EURUSD,,1.07,1.07,1.07,0,4820
GBPEUR,,1.14,1.14,1.14,2.22E-16,4937
USDAUD,,1.57,1.57,1.57,0,9922
EURUSD,,1.07,1.07,1.07,0,7065
GBPEUR,,1.14,1.14,1.14,0,7638
USDAUD,,1.57,1.57,1.57,0,3850
EURUSD,,1.07,1.07,1.07,2.22E-16,4287
GBPEUR,,1.14,1.14,1.14,0,3079
USDAUD,,1.57,1.57,1.57,0,8970
EURUSD,,1.07,1.07,1.07,0,9830
GBPEUR,,1.14,1.14,1.14,2.22E-16,1455
USDAUD,,1.57,1.57,1.57,2.22E-16,9593
EURUSD,,1.07,1.07,1.07,0,6718
GBPEUR,,1.14,1.14,1.14,2.22E-16,9598
USDAUD,,1.57,1.57,1.57,0,2334
EURUSD,,1.07,1.07,1.07,2.22E-16,4778
GBPEUR,,1.14,1.14,1.14,2.22E-16,7085
USDAUD,,1.57,1.57,1.57,0,5366
EURUSD,,1.07,1.07,1.07,0,2094
GBPEUR,,1.14,1.14,1.14,2.22E-16,1133
USDAUD,,1.57,1.57,1.57,2.22E-16,9480
EURUSD,,1.07,1.07,1.07,0,6122
GBPEUR,,1.14,1.14,1.14,2.22E-16,2524
USDAUD,,1.57,1.57,1.57,0,5976
EURUSD,,1.07,1.07,1.07,0,7847
GBPEUR,,1.14,1.14,1.14,2.22E-16,2651
USDAUD,,1.57,1.57,1.57,2.22E-16,8326
EURUSD,,1.07,1.07,1.07,2.22E-16,3486
GBPEUR,,1.14,1.14,1.14,2.22E-16,5797
USDAUD,,1.57,1.57,1.57,2.22E-16,4199
EURUSD,,1.07,1.07,1.07,2.22E-16,488
GBPEUR,,1.14,1.14,1.14,2.22E-16,9457
USDAUD,,1.57,1.57,1.57,0,4756
EURUSD,,1.07,1.07,1.07,0,6244
GBPEUR,,1.14,1.14,1.14,4.44E-16,7116
USDAUD,,1.57,1.57,1.57,2.22E-16,7025
EURUSD,,1.07,1.07,1.07,2.22E-16,1651
GBPEUR,,1.14,1.14,1.14,0,3291
USDAUD,,1.57,1.57,1.57,0,1680
EURUSD,,1.07,1.07,1.07,0,250
GBPEUR,,1.14,1.14,1.14,2.22E-16,804
USDAUD,,1.57,1.57,1.57,0,6857
EURUSD,,1.07,1.07,1.07,0,7638
GBPEUR,,1.14,1.14,1.14,2.22E-16,4937
USDAUD,,1.57,1.57,1.57,0,7638
EURUSD,,1.07,1.07,1.07,2.22E-16,6209
GBPEUR,,1.14,1.14,1.14,2.22E-16,1816
USDAUD,,1.57,1.57,1.57,2.22E-16,9051
EURUSD,,1.07,1.07,1.07,2.22E-16,2527
GBPEUR,,1.14,1.14,1.14,2.22E-16,2948
USDAUD,,1.57,1.57,1.57,0,4777
EURUSD,,1.07,1.07,1.07,0,5799
GBPEUR,,1.14,1.14,1.14,2.22E-16,5489
USDAUD,,1.57,1.57,1.57,2.22E-16,7065
EURUSD,,1.07,1.07,1.07,0,173
GBPEUR,,1.14,1.14,1.14,2.22E-16,1563
USDAUD,,1.57,1.57,1.57,0,5016
EURUSD,,1.07,1.07,1.07,0,1539
GBPEUR,,1.14,1.14,1.14,2.22E-16,1871
USDAUD,,1.57,1.57,1.57,0,495
EURUSD,,1.07,1.07,1.07,0,1899
GBPEUR,,1.14,1.14,1.14,2.22E-16,9035
USDAUD,,1.57,1.57,1.57,0,1303
EURUSD,,1.07,1.07,1.07,2.22E-16,9156
GBPEUR,,1.14,1.14,1.14,0,9034
USDAUD,,1.57,1.57,1.57,2.22E-16,6569
EURUSD,,1.07,1.07,1.07,0,2407
GBPEUR,,1.14,1.14,1.14,0,3134
USDAUD,,1.57,1.57,1.57,0,826
EURUSD,,1.07,1.07,1.07,2.22E-16,4810
GBPEUR,,1.14,1.14,1.14,0,1651
USDAUD,,1.57,1.57,1.57,0,8382
EURUSD,,1.07,1.07,1.07,2.22E-16,4100
GBPEUR,,1.14,1.14,1.14,0,3583
USDAUD,,1.57,1.57,1.57,2.22E-16,9831
EURUSD,,1.07,1.07,1.07,2.22E-16,7362
EURUSD,,1.07,1.07,1.07,2.22E-16,4833
GBPEUR,,1.14,1.14,1.14,2.22E-16,8195
GBPEUR,,1.14,1.14,1.14,2.22E-16,6640
USDAUD,,1.57,1.57,1.57,2.22E-16,8661
USDAUD,,1.57,1.57,1.57,2.22E-16,1995
EURUSD,,1.07,1.07,1.07,2.22E-16,7815
GBPEUR,,1.14,1.14,1.14,2.22E-16,9923
USDAUD,,1.57,1.57,1.57,2.22E-16,8670
EURUSD,,1.07,1.07,1.07,0,2932
GBPEUR,,1.14,1.14,1.14,4.44E-16,1768
USDAUD,,1.57,1.57,1.57,2.22E-16,793
EURUSD,,1.07,1.07,1.07,0,8801
GBPEUR,,1.14,1.14,1.14,2.22E-16,7436
USDAUD,,1.57,1.57,1.57,2.22E-16,7068
EURUSD,,1.07,1.07,1.07,2.22E-16,8309
GBPEUR,,1.14,1.14,1.14,4.44E-16,4777
USDAUD,,1.57,1.57,1.57,0,6902
EURUSD,,1.07,1.07,1.07,2.22E-16,1650
GBPEUR,,1.14,1.14,1.14,4.44E-16,256
USDAUD,,1.57,1.57,1.57,2.22E-16,6463
EURUSD,,1.07,1.07,1.07,0,2797
GBPEUR,,1.14,1.14,1.14,2.22E-16,2524
EURUSD,,1.07,1.07,1.07,0,5718
USDAUD,,1.57,1.57,1.57,0,1084
GBPEUR,,1.14,1.14,1.14,2.22E-16,529
EURUSD,,1.07,1.07,1.07,0,3157
USDAUD,,1.57,1.57,1.57,0,1995
GBPEUR,,1.14,1.14,1.14,2.22E-16,6790
USDAUD,,1.57,1.57,1.57,0,5470
EURUSD,,1.07,1.07,1.07,0,5915
GBPEUR,,1.14,1.14,1.14,2.22E-16,2094
USDAUD,,1.57,1.57,1.57,0,1407
EURUSD,,1.07,1.07,1.07,0,4419
GBPEUR,,1.14,1.14,1.14,2.22E-16,9476
USDAUD,,1.57,1.57,1.57,0,6512
EURUSD,,1.07,1.07,1.07,0,350
GBPEUR,,1.14,1.14,1.14,2.22E-16,7621
USDAUD,,1.57,1.57,1.57,0,5905
EURUSD,,1.07,1.07,1.07,0,6640
GBPEUR,,1.14,1.14,1.14,2.22E-16,5957
USDAUD,,1.57,1.57,1.57,2.22E-16,3044
EURUSD,,1.07,1.07,1.07,0,1633
GBPEUR,,1.14,1.14,1.14,2.22E-16,378
USDAUD,,1.57,1.57,1.57,0,2150
EURUSD,,1.07,1.07,1.07,0,826
GBPEUR,,1.14,1.14,1.14,2.22E-16,5743
USDAUD,,1.57,1.57,1.57,0,6642
EURUSD,,1.07,1.07,1.07,0,5663
GBPEUR,,1.14,1.14,1.14,2.22E-16,5446
USDAUD,,1.57,1.57,1.57,0,6756
EURUSD,,1.07,1.07,1.07,0,4936
GBPEUR,,1.14,1.14,1.14,2.22E-16,264
USDAUD,,1.57,1.57,1.57,2.22E-16,6052
EURUSD,,1.07,1.07,1.07,0,8886
GBPEUR,,1.14,1.14,1.14,2.22E-16,4973
USDAUD,,1.57,1.57,1.57,0,4179
EURUSD,,1.07,1.07,1.07,0,22
GBPEUR,,1.14,1.14,1.14,2.22E-16,1109
USDAUD,,1.57,1.57,1.57,0,1845
EURUSD,,1.07,1.07,1.07,0,5558
GBPEUR,,1.14,1.14,1.14,2.22E-16,6378
USDAUD,,1.57,1.57,1.57,0,2558
EURUSD,,1.07,1.07,1.07,0,2428
GBPEUR,,1.14,1.14,1.14,2.22E-16,8128
USDAUD,,1.57,1.57,1.57,0,7085
EURUSD,,1.07,1.07,1.07,0,8592
GBPEUR,,1.14,1.14,1.14,2.22E-16,9002
USDAUD,,1.57,1.57,1.57,0,1210
EURUSD,,1.07,1.07,1.07,0,1790
GBPEUR,,1.14,1.14,1.14,2.22E-16,3191
USDAUD,,1.57,1.57,1.57,0,28
EURUSD,,1.07,1.07,1.07,0,6902
GBPEUR,,1.14,1.14,1.14,2.22E-16,9527
USDAUD,,1.57,1.57,1.57,0,573
EURUSD,,1.07,1.07,1.07,0,7624
GBPEUR,,1.14,1.14,1.14,2.22E-16,8801
USDAUD,,1.57,1.57,1.57,0,5180
EURUSD,,1.07,1.07,1.07,0,1303
GBPEUR,,1.14,1.14,1.14,2.22E-16,9624
USDAUD,,1.57,1.57,1.57,0,8166
EURUSD,,1.07,1.07,1.07,0,7781
GBPEUR,,1.14,1.14,1.14,2.22E-16,505
USDAUD,,1.57,1.57,1.57,2.22E-16,8717
EURUSD,,1.07,1.07,1.07,0,1315
GBPEUR,,1.14,1.14,1.14,2.22E-16,5797
USDAUD,,1.57,1.57,1.57,0,4386
EURUSD,,1.07,1.07,1.07,0,6827
GBPEUR,,1.14,1.14,1.14,2.22E-16,7036
USDAUD,,1.57,1.57,1.57,2.22E-16,8175
EURUSD,,1.07,1.07,1.07,0,901
GBPEUR,,1.14,1.14,1.14,2.22E-16,4386
USDAUD,,1.57,1.57,1.57,0,8195
EURUSD,,1.07,1.07,1.07,0,939
GBPEUR,,1.14,1.14,1.14,2.22E-16,5663
USDAUD,,1.57,1.57,1.57,0,4922
EURUSD,,1.07,1.07,1.07,0,730
GBPEUR,,1.14,1.14,1.14,2.22E-16,8670
USDAUD,,1.57,1.57,1.57,0,8253
EURUSD,,1.07,1.07,1.07,0,5291
GBPEUR,,1.14,1.14,1.14,2.22E-16,2127
USDAUD,,1.57,1.57,1.57,2.22E-16,7917
EURUSD,,1.07,1.07,1.07,0,2797
GBPEUR,,1.14,1.14,1.14,2.22E-16,8554
USDAUD,,1.57,1.57,1.57,0,2797
EURUSD,,1.07,1.07,1.07,0,8473
GBPEUR,,1.14,1.14,1.14,2.22E-16,9856
USDAUD,,1.57,1.57,1.57,2.22E-16,7272
